0.1 	48
0.2 	46
0.3 	45
0.4 	43
0.5 	42
0.6 	41
0.7 	41
0.8 	41
0.9 	41
1.0 	41
1.1 	40
1.2 	40
1.3 	39
1.4 	39
1.5 	38
1.6 	38
1.7 	37
1.8 	37
1.9 	36
2.0 	36
2.1 	36
2.2 	36
2.3 	36
2.4 	36
2.5 	36
2.6 	36
2.7 	36
2.8 	36
2.9 	36
3.0 	37
3.1 	37
3.2 	37
3.3 	37
3.4 	37
3.5 	37
3.6 	37
3.7 	37
3.8 	37
3.9 	37
4.0 	38
4.1 	37
4.2 	37
4.3 	37
4.4 	37
4.5 	37
4.6 	37
4.7 	36
4.8 	36
4.9 	36
5.0 	36
5.1 	36
5.2 	36
5.3 	36
5.4 	35
5.5 	35
5.6 	35
5.7 	35
5.8 	35
5.9 	35
6.0 	35
6.1 	35
6.2 	35
6.3 	35
6.4 	35
6.5 	35
6.6 	35
6.7 	35
6.8 	35
6.9 	35
7.0 	35
7.1 	35
7.2 	35
7.3 	35
7.4 	35
7.5 	35
7.6 	35
7.7 	35
7.8 	35
7.9 	35
8.0 	35
8.1 	34
8.2 	34
8.3 	34
8.4 	34
8.5 	34
8.6 	34
8.7 	34
8.8 	34
8.9 	34
9.0 	34
9.1 	34
9.2 	34
9.3 	34
9.4 	34
9.5 	34
9.6 	34
9.7 	34
9.8 	34
9.9 	34
10.0 	34
10.1 	34
10.2 	34
10.3 	34
10.4 	34
10.5 	34
10.6 	34
10.7 	34
10.8 	34
10.9 	34
11.0 	34
11.1 	34
11.2 	34
11.3 	34
11.4 	34
11.5 	34
11.6 	34
11.7 	34
11.8 	34
11.9 	34
12.0 	34
12.1 	33
12.2 	33
12.3 	33
12.4 	33
12.5 	33
12.6 	33
12.7 	33
12.8 	33
12.9 	33
13.0 	33
13.1 	33
13.2 	33
13.3 	33
13.4 	33
13.5 	33
13.6 	33
13.7 	33
13.8 	33
13.9 	33
14.0 	33
14.1 	33
14.2 	33
14.3 	33
14.4 	33
14.5 	33
14.6 	33
14.7 	33
14.8 	33
14.9 	33
15.0 	33
15.1 	33
15.2 	33
15.3 	33
15.4 	33
15.5 	33
15.6 	33
15.7 	33
15.8 	33
15.9 	33
16.0 	33
16.1 	33
16.2 	33
16.3 	33
16.4 	33
16.5 	33
16.6 	33
16.7 	33
16.8 	33
16.9 	33
17.0 	33
17.1 	33
17.2 	33
17.3 	33
17.4 	33
17.5 	33
17.6 	33
17.7 	33
17.8 	33
17.9 	33
18.0 	33
18.1 	33
18.2 	33
18.3 	33
18.4 	33
18.5 	33
18.6 	33
18.7 	33
18.8 	33
18.9 	33
19.0 	33
19.1 	33
19.2 	33
19.3 	33
19.4 	33
19.5 	33
19.6 	33
19.7 	33
19.8 	33
19.9 	33
20.0 	33
20.1 	33
20.2 	33
20.3 	33
20.4 	33
20.5 	33
20.6 	33
20.7 	33
20.8 	33
20.9 	33
21.0 	33
21.1 	33
21.2 	33
21.3 	33
21.4 	33
21.5 	33
21.6 	33
21.7 	33
21.8 	33
21.9 	33
22.0 	33
22.1 	33
22.2 	33
22.3 	33
22.4 	33
22.5 	33
22.6 	33
22.7 	33
22.8 	33
22.9 	33
23.0 	33
23.1 	33
23.2 	33
23.3 	33
23.4 	33
23.5 	33
23.6 	33
23.7 	33
23.8 	33
23.9 	33
24.0 	33
24.1 	32
24.2 	32
24.3 	32
24.4 	32
24.5 	32
24.6 	32
24.7 	32
24.8 	32
24.9 	32
25.0 	32
25.1 	32
25.2 	31
25.3 	31
25.4 	31
25.5 	31
25.6 	31
25.7 	31
25.8 	31
25.9 	31
26.0 	31
26.1 	31
26.2 	31
26.3 	30
26.4 	30
26.5 	30
26.6 	30
26.7 	30
26.8 	30
26.9 	30
27.0 	30
27.1 	30
27.2 	30
27.3 	30
27.4 	30
27.5 	29
27.6 	29
27.7 	29
27.8 	29
27.9 	29
28.0 	29
28.1 	29
28.2 	29
28.3 	29
28.4 	29
28.5 	29
28.6 	28
28.7 	28
28.8 	28
28.9 	28
29.0 	28
29.1 	28
29.2 	28
29.3 	28
29.4 	28
29.5 	28
29.6 	28
29.7 	28
29.8 	27
29.9 	27
30.0 	27
30.1 	27
30.2 	27
30.3 	27
30.4 	27
30.5 	27
30.6 	27
30.7 	27
30.8 	27
30.9 	26
31.0 	26
31.1 	26
31.2 	26
31.3 	26
31.4 	26
31.5 	26
31.6 	26
31.7 	26
31.8 	26
31.9 	26
32.0 	26
